message_id,device_lat,device_lng
232,51.95882787926096,4.382015517622306
233,51.95485506143543,4.39831558332454
234,51.96559698482993,4.423782121716614
235,51.99649065278364,4.4154485673196975
236,51.96705559305659,4.452185160377208
237,52.02398187919429,4.502731704557966
238,51.962465464452215,4.391951755318001
239,51.971971372728085,4.424147737919189
240,51.95484826398048,4.4462962581354395
241,51.961914699338976,4.383480280012315
242,51.985160413157374,4.454136398049533
243,51.95184332706002,4.358460474535186
244,51.995311033958885,4.423354524591911
245,51.979736766715604,4.406987974900956
246,51.990188229400275,4.427985010290753
247,51.962766533826645,4.426055676734374
248,51.976056623189855,4.451196744469234
249,51.976871260881495,4.41479726187014
250,51.95783979162758,4.390325461483908
251,51.9650052567726,4.420325740842086
252,51.96194828914162,4.4182957456080265
253,51.96836984478822,4.418484371427117
254,51.953560043984815,4.4235364122672225
255,51.95595921282214,4.420933455291542
256,51.963552498312694,4.420763816651362
257,51.944906271873535,4.359577320157396
258,51.97588993451448,4.453913774142987
259,51.976466996352144,4.449403048653784
260,51.96524018907985,4.398534378570592
261,51.96688556533155,4.400132879791817
262,51.98111789998989,4.454638617156961
263,51.983535551307824,4.439436502952853
264,51.97980338580795,4.4507728324457885
265,51.95038975954538,4.415961034813084
266,51.950864228821274,4.4530642297221785
267,51.95963824303973,4.416481446348316
268,51.96463726599038,4.405194209914997
269,51.950581625174685,4.375389346414446
270,51.96468666919005,4.406604595201629
271,51.94545661734131,4.35933529595815
272,51.970343886927175,4.4100909679024465
273,51.96264997809206,4.419304944895877
274,51.951890914011884,4.419280352581369
275,51.98933718836666,4.441388252055095
276,51.99932121751577,4.477664011188859
277,51.972714921138724,4.424444136003278
278,51.9614384941416,4.414328674819889
279,51.951388026861814,4.419460615449815
280,51.96110583096327,4.406668390779644
281,51.94673998673633,4.3979684509418755
282,51.96771386684552,4.434867006290554
283,51.949277708344965,4.380863170223058
284,51.95822717416355,4.402806926708363
285,51.97808307675229,4.441278144281907
286,51.97071577236476,4.427109474244705
287,51.94692758004583,4.3693303406628266
288,51.98469485090976,4.431629710103384
289,51.93527424896801,4.388593373032465
290,51.97699375992934,4.3986362768237575
291,51.9407566447416,4.353952235726718
292,51.98005861230012,4.4453504559599235
293,51.94033316850498,4.388909461372048
294,51.96957998738898,4.427647818988004
295,51.93254412461586,4.339385922769122
296,51.958837729661546,4.422977744352673
297,52.00074564011953,4.4567299681537245
298,51.96377085598192,4.407153156790136
299,51.97917782367972,4.433032079114016
300,51.95805196174383,4.4037843237604015
301,51.95507921692723,4.4291011498002835
302,51.989322325304585,4.430903557431961
303,51.96045296073988,4.382451086445502
304,51.962176455940394,4.38752591051098
305,51.959103092535386,4.3917417205341
306,51.95251811159055,4.415322276536693
307,51.948584976656164,4.40889379037371
308,51.98110879697751,4.479116825816282
309,51.98571088216575,4.465539563846917
310,51.967548310920094,4.431093723819967
